,name,main_artist,release_date,duration_ms,popularity,explicit,album_type,track_id,main_artist_id,genre,list_country,ranking
372,Buscando Money,TWENTY SIX,2023-07-21,150000,85,False,single,357iDuZ0IXAAg3Aj7UszqO,6C2mFGFh8dz1vKp9l5Ce8P,,peru,23
373,Igual Que Un Ángel (with Peso Pluma),Kali Uchis,2024-01-12,260370,96,False,album,6XaJfhwof7qIgbbXO5tIQI,1U1el3k54VvEUzo3ybLPlM,colombian pop,peru,24
374,Gata Only,FloyyMenor,2024-02-02,222000,83,True,single,6XjDF6nds4DE2BBbagZol6,7CvTknweLr9feJtRGrpDBy,reggaeton chileno,peru,25
375,Hey Mor,Ozuna,2022-10-07,196600,87,False,album,1zsPaEkglFvxjAhrM8yhpr,1i8SpTcr7yvPOmcqrbnVXY,puerto rican pop,peru,26
376,un x100to,Grupo Frontera,2023-08-25,194563,87,False,album,2yzshFeBIwH8tWIqHEFLeD,6XkjpgcEsYab502Vr1bBeW,musica chihuahuense,peru,27
377,BUBALU,Feid,2023-09-29,228186,80,False,album,62xla8336vUnmxTWNzCfRt,2LRoIwlKmHjgvigdNGBHNo,colombian pop,peru,28
378,No Te Quieren Conmigo,Gaby Music,2023-12-15,252040,89,False,single,3Cx4BsDd4q0GCVBJ5CAw2K,1r3tpVQ08jFAA2P4xzV5o4,pop reggaeton,peru,29
379,DILUVIO,Rauw Alejandro,2023-07-07,197052,91,True,album,2kz1YOhJiNubjigR1gB1VX,1mcTU81TzQhprhouKaTkpq,puerto rican pop,peru,30
380,SI SABE FERXXO,Blessd,2024-01-25,152500,85,True,album,7chTH3GBjjAyagf0SPCZDL,1TA5sGRlKUJXBN4ZyJuDIX,reggaeton,peru,31
381,Pa' Que Retozen,Tego Calderón,2003-07-01,151666,84,True,album,5YJ4BVvTFmVCxUyhKejHfR,3SUT1jjM5hzZj9TLfLZGIP,latin hip hop,peru,32
382,Te Pintaron Pajaritos,Yandar & Yostin,2016-12-30,172558,82,False,album,4jY5SnGbpH6FdGCqVbhOD4,3ptY5WTxu77JpAQQnHyxEl,reggaeton,peru,33
383,Lollipop,Darell,2023-07-28,199946,88,True,album,3cDyocF0Ibdfs1SFQk5cLZ,1TtXnWcUs0FCkaZDPGYHdf,latin hip hop,peru,34
384,Amanece,Anuel AA,2018-12-14,190004,84,False,single,1LiN0Z98FkR1t0m8KmLcAH,2R21vXR83lH98kGeO99Y66,reggaeton,peru,35
385,Me Rehúso,Danny Ocean,2019-03-22,205714,83,False,album,6ifUES3keWjwXgae8pXI3o,5H1nN1SzW0qNeUEZvuXjAj,pop venezolano,peru,36
386,M.A.I,Milo j,2023-11-30,184027,87,False,album,35ttE4t8lQZA2vuCYDg4G7,19HM5j0ULGSmEoRcrSe5x3,trap argentino,peru,37
387,VAGABUNDO,Sebastian Yatra,2023-05-12,215600,86,False,single,1MB8kTH7VKvAMfL9SHgJmG,07YUOmWljBTXwIseAUd9TW,colombian pop,peru,38
388,Normal,Feid,2022-09-14,171880,85,True,album,0T2pB7P1VdXPhLdQZ488uH,2LRoIwlKmHjgvigdNGBHNo,colombian pop,peru,39
389,LA INOCENTE,Mora,2022-04-01,202173,87,True,album,5jt25aFjW2kNoBqaEVaz5W,0Q8NcsJwoCbZOHHW63su5S,trap latino,peru,40
390,Si No Estás,iñigo quintero,2022-09-23,184061,94,False,single,2HafqoJbgXdtjwCOvNEF14,0jbo7KFNMiIkfBR6ih0yhm,,peru,41
391,Primera Cita,Carin Leon,2023-05-19,186455,87,False,album,25OeKzcqakFPaJlXHPE5lm,66ihevNkSYNzRAl44dx6jJ,corrido,peru,42
392,Me Porto Bonito,Bad Bunny,2022-05-06,178567,89,True,album,6Sq7ltF9Qa7SNFBsV5Cogx,4q3ewBCX7sLwd24euuV69X,reggaeton,peru,43
393,Amor Vuelve - (En Vivo),Grupo 5,2023-05-26,226877,63,False,album,29QkpKsdxiChq3xsmu5VDG,0l8RtvcBMjeOqfgRSVo2d6,cumbia peruana,peru,44
394,CHORRITO PA LAS ANIMAS,Feid,2022-12-02,168133,85,True,single,0CYTGMBYkwUxrj1MWDLrC5,2LRoIwlKmHjgvigdNGBHNo,colombian pop,peru,45
395,La Curiosidad,Jay Wheeler,2020-06-12,219048,85,False,album,4HYDUMY0xSpeBr0AMY9cUz,2cPqdH7XMvwaBJEVjheH8g,reggaeton,peru,46
396,Like Crazy,Jimin,2023-03-24,212241,92,False,single,3Ua0m0YmEjrMi9XErKcNiR,1oSPZhvZMIrWW5I41kPkkY,k-pop,peru,47
397,Escápate Conmigo - Remix,Wolfine,2012-09-06,167418,80,True,single,4aEOz6ZpXh3wF4FOdJHOPV,2OnKRchqP7tT0FzTvWIFI7,colombian pop,peru,48
398,CONTIGO (with Tiësto),KAROL G,2024-02-15,192786,0,False,single,4UkUxO2WlKLc0Q1iEutGGh,790FomKkXshlbRYZFtlgla,reggaeton,peru,49
399,TQG,KAROL G,2023-02-24,197933,89,True,album,0DWdj2oZMBFSzRsi2Cvfzf,790FomKkXshlbRYZFtlgla,reggaeton,peru,50
400,Husn,Anuv Jain,2023-12-01,217894,89,False,single,0TL0LFcwIBF5eX7arDIKxY,4gdMJYnopf2nEUcanAwstx,desi pop,india,1
401,Pehle Bhi Main,Vishal Mishra,2023-11-24,250158,90,False,album,7yDHHVKLbvDmVw1XXhDDIO,5wJ1H6ud777odtZl5gG507,desi pop,india,2
402,"Satranga (From ""ANIMAL"")",Arijit Singh,2023-10-27,271169,88,False,single,3yHyiUDJdz02FZ6jfUbsmY,4YRxDV8wJFPHPTeXepOstw,filmi,india,3
403,"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Mitraz,2024-01-19,171147,84,False,single,0M0ANKNzmM4Odd7FNKghzW,3iGhlvzpXc0UHBQ7klAItX,desi pop,india,4
404,O Maahi,Pritam,2023-12-20,233453,77,False,album,6bmmHeCvZI92pRiTHxEdTC,1wRPtKGflJrBx9BmLsSwlU,filmi,india,5
405,Tu hai kahan,AUR,2023-10-16,263184,86,False,single,3zSSCPpLZ5Oc8nelhhGjKz,2cjQTf2J5yCaNY8qHpW855,urdu hip hop,india,6
406,"Katchi Sera - From ""Think Indie""",Sai Abhyankkar,2024-01-22,181818,76,False,single,1zzejMGRYKP5XOa3FmzXfa,5jJrJU7VVmxQQLcLAmmxXc,,india,7
407,Chaleya,Anirudh Ravichander,2023-09-05,200373,81,False,album,3xMHXmedL5Rvfxmiar9Ryv,4zCH9qm4R2DADamUHMCa6O,desi hip hop,india,8
408,"Teri Baaton Mein Aisa Uljha Jiya Title Song (From ""Teri Baaton Mein Aisa Uljha Jiya"")",Raghav,2024-01-29,153083,76,False,single,6IR6mzRO60hnMjNoq8rCPE,5PVSEFUT4Inqu3yEq56Ku9,hindi indie,india,9
409,King Shit,Shubh,2024-01-05,226933,84,False,single,1BpvuKIG7jK5EiTp2tv5z8,5r3wPya2PpeTTsXsGhQU8O,punjabi hip hop,india,10
410,One Love,Shubh,2023-08-18,159222,85,False,single,5ZLkihi6DVsHwDL3B8ym1t,5r3wPya2PpeTTsXsGhQU8O,punjabi hip hop,india,11
411,Ve Haaniyaan,Danny,2024-01-19,240000,74,False,single,2C6CJGFLbisteRuY6Plb7b,1qyXgLYCg0osV4glEYuQIv,,india,12
412,Apna Bana Le,Sachin-Jigar,2022-12-06,261702,75,False,single,1hA697u7e1jX2XM8sWA6Uy,1mBydYMVBECdDmMfE2sEUO,filmi,india,13
413,Heeriye (feat. Arijit Singh),Jasleen Royal,2023-07-25,194857,84,False,single,5PUXKVVVQ74C3gl5vKy9Li,74OaRjmyh0XyRZsQQQ5l7c,desi pop,india,14
414,Arjan Vailly,Manan Bhardwaj,2023-11-24,182170,80,False,album,4ApCig0GTR4IEp7Ijsyo3r,3pQ4aA7dkolyjUAMrVScgh,desi pop,india,15
415,Mannat,Darshan Raval,2023-08-09,159600,80,False,album,26elzgFl8tvajnDfeoY1YF,2GoeZ0qOTt6kjsWW4eA6LS,desi pop,india,16
416,Drippy,Sidhu Moose Wala,2024-02-02,195200,80,True,single,4fnIORP0QTYTOMPqMKpJtF,4PULA4EFzYTrxYvOVlwpiQ,desi hip hop,india,17
417,9:45,Prabh Singh,2023-03-10,117606,82,False,single,6c4Po8zyQjB4cR5XgLhcGb,0VAIiNSKG4DWkSaIy5qWz1,,india,18
418,Cheques,Shubh,2023-05-19,183756,83,False,album,4eBvRhTJ2AcxCsbfTUjoRp,5r3wPya2PpeTTsXsGhQU8O,punjabi hip hop,india,19
419,Saari Duniya Jalaa Denge,Jaani,2023-11-24,182348,84,False,album,0YxKKO272sacGBJKjf6FnB,5gZhfbckaWo89OzDSk3gdT,desi pop,india,20
420,"Janiye (from the Netflix Film ""Chor Nikal Ke Bhaga"")",Vishal Mishra,2023-03-17,223390,81,False,single,0645eBDehHcqfiF15hscQV,5wJ1H6ud777odtZl5gG507,desi pop,india,21
421,You and Me,Shubh,2024-01-05,172066,81,False,single,4thOONDx78zsY8sHGfU1M2,5r3wPya2PpeTTsXsGhQU8O,punjabi hip hop,india,22
422,"Marham (Pehle Bhi Main) [From ""ANIMAL""]",Vishal Mishra,2023-12-23,113264,76,False,single,1fGXJZny7HUQnLKwttxmYw,5wJ1H6ud777odtZl5gG507,desi pop,india,23
423,"Hua Main (From ""ANIMAL"")",Raghav Chaitanya,2023-10-11,277021,81,False,single,54PRUdMOYzglMGnsg9kIta,3qpyErDI4i90q5EGgSRmNK,desi pop,india,24
424,Mahiye Jinna Sohna,Darshan Raval,2023-08-09,181250,76,False,album,0Jiaz0O4AqnJICa9PxHhaR,2GoeZ0qOTt6kjsWW4eA6LS,desi pop,india,25
425,Koi Si,Afsana Khan,2023-07-13,203520,51,False,single,26ku8sJ1rV2gQAEuNs38X6,4z0z82pXirH1TrygipQlOo,punjabi pop,india,26
426,Softly,Karan Aujla,2023-08-18,155161,82,False,album,0YQJoDL6f46J0n1rOVkpxJ,6DARBhWbfcS9E4yJzcliqQ,desi hip hop,india,27
427,Kesariya,Pritam,2022-10-06,268164,75,False,album,4UMIv5jd9gK98a39BQRD9X,1wRPtKGflJrBx9BmLsSwlU,filmi,india,28
428,"Tum Kya Mile (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,2023-06-28,277500,65,False,compilation,00ake6KfnzbZ2MaRLGqsyX,1wRPtKGflJrBx9BmLsSwlU,filmi,india,29
429,Manjha,Vishal Mishra,2020-03-17,191647,81,False,single,0UZLaEOSIc5kg0cc7eszqC,5wJ1H6ud777odtZl5gG507,desi pop,india,30
430,Kurchi Madathapetti,Thaman S,2024-01-26,216558,54,False,single,7IWcVmNCt0V1KHoYQP9ZoR,2FgHPfRprDaylrSRVf1UlN,new beat,india,31
431,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")",Sachin-Jigar,2023-05-16,266075,64,False,single,7Ky9U9iHjGBiRax3joCRDS,1mBydYMVBECdDmMfE2sEUO,filmi,india,32
432,Kahani Suno 2.0,Kaifi Khalil,2022-05-31,173637,79,False,single,4VsP4Dm8gsibRxB5I2hEkw,1n9EM0Y4A89vuRiA93gSS9,balochi pop,india,33
433,Malang Sajna,Sachet Tandon,2022-12-19,161041,81,False,single,73K33p4Vyz9koXGqmL5eFs,6WOdPJmexxFINcKMkP2jMG,desi pop,india,34
434,"Kaise Hua (From ""Kabir Singh"")",Vishal Mishra,2019-06-13,234722,76,False,single,1y1rQTkWmrZdJmjwuK07GC,5wJ1H6ud777odtZl5gG507,desi pop,india,35
435,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",Arijit Singh,2019-05-31,284779,76,False,single,2Fv2injs4qAm8mJBGaxVKU,4YRxDV8wJFPHPTeXepOstw,filmi,india,36
436,Maan Meri Jaan,King,2022-10-12,194653,81,False,album,1418IuVKQPTYqt7QNJ9RXN,5NHm4TU5Twz7owibYxJfFU,desi pop,india,37
437,Hass Hass,Diljit Dosanjh,2023-10-26,153016,82,False,single,72vuBPMhwFNlSYpTSf6fVD,2FKWNmZWDBZR4dE5KX4plR,filmi,india,38
438,Tere Pyaar Mein,Pritam,2023-02-01,266094,80,False,single,2ZD4aIEepqZsdxPxLSuUhm,1wRPtKGflJrBx9BmLsSwlU,filmi,india,39
439,"Agar Tum Saath Ho (From ""Tamasha"")",Alka Yagnik,2017-06-07,341054,74,False,compilation,2FCXQHugkoHE1K3tiDu8pu,3gBKY0y3dFFVRqicLnVZYz,filmi,india,40
440,Tu Jaana Na Piya,King,2023-10-18,226029,79,False,album,4u0D2jZ20wQaEMHBSqsDnZ,5NHm4TU5Twz7owibYxJfFU,desi pop,india,41
441,Chor,Justh,2023-12-15,208250,61,False,single,0FCe2NhPWKiSTAipf0lOAT,6gxRXj2KUJ02vfIgkNUq5b,,india,42
442,Saajan Ve,Darshan Raval,2023-12-18,171473,77,False,single,3iFYJMrRS0fLrwDNVbqNF0,2GoeZ0qOTt6kjsWW4eA6LS,desi pop,india,43
443,Lutt Putt Gaya,Pritam,2023-12-20,222997,74,False,album,2pIoyDWZV5OSW0xd6n41xV,1wRPtKGflJrBx9BmLsSwlU,filmi,india,44
444,Baarishein,Anuv Jain,2018-01-12,207312,79,False,single,3WLJ7D5kh44K5eJ1NqZQ6W,4gdMJYnopf2nEUcanAwstx,desi pop,india,45
445,"Mast Magan (From ""2 States"")",Arijit Singh,2019-05-22,280161,74,False,album,4wIWWEhbdgKAxhR68eE0Ye,4YRxDV8wJFPHPTeXepOstw,filmi,india,46
446,Asal Mein,Darshan Raval,2020-02-18,224240,79,False,single,0rMeOAvbQZ2RTG4B6L1M4p,2GoeZ0qOTt6kjsWW4eA6LS,desi pop,india,47
447,Still Rollin,Shubh,2023-05-19,174730,80,False,album,6oz1L5jcqZWYuId7nxvIan,5r3wPya2PpeTTsXsGhQU8O,punjabi hip hop,india,48
448,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam,2023-07-12,213611,69,False,compilation,4QyX8CBSjcoq4iMZuvifyF,1wRPtKGflJrBx9BmLsSwlU,filmi,india,49
449,Maharani,Karun,2022-04-01,389576,64,True,album,7CVw4gVPpH1TPQttQGVmhZ,7FvX2e6CgYllzgZ9uempWF,desi hip hop,india,50
450,Babaero,gins&melodies,2024-01-09,175396,80,False,single,0NJAqnvbF6vzripOB7PclP,2WzWSpOB41g3gb78Raj6RK,pinoy hip hop,philippines,1
451,Walang Alam,Hev Abi,2023-10-20,185000,81,True,album,4wZTvLi0khNRqqz4i5XhdV,4zpGxqF6oI1h3f6Md2v42T,pinoy hip hop,philippines,2
452,Alam Mo Ba Girl,Hev Abi,2023-10-20,223500,83,True,album,57Z7lSnhwx82laEb6rdZPB,4zpGxqF6oI1h3f6Md2v42T,pinoy hip hop,philippines,3
453,Makasarili Malambing,Kristina Dawn,2023-11-17,121845,83,False,single,1c6hnvWjzUsJoypgwUV2sE,5Two5JCWeQdaAbGKUFQx8d,,philippines,4
454,Marikit Sa Dilim,Juan Caoile,2024-02-09,232320,69,True,single,2n0OFvWzkojBD1kVIOeGqe,6kyw9sh7ryjy1GQdPYH3Yd,pinoy hip hop,philippines,5
455,Get Low,O SIDE MAFIA,2023-12-22,153886,83,False,single,2kbNBhtgGiTxBuZTCXiQVY,4O19i2jHEjPyz17BeiwbDp,pinoy drill,philippines,6
456,Lil Kasalanan Shortie,Hev Abi,2022-11-30,163964,81,True,single,6zdryckXPbIeQE5npNqvNp,4zpGxqF6oI1h3f6Md2v42T,pinoy hip hop,philippines,7
457,Faded (Raw),Illest Morena,2023-12-01,175384,81,True,single,5AxEGHRwgBqFDZ20ilkCw6,2zRoFfKfqM5jaUysSG9EUI,,philippines,8
458,homebdy (feat. Madman Stan),DEMI,2023-07-14,141762,81,False,single,01iNOMVE89uKaurFTDZX2Y,1bvOB4esBO2VFoCnaEheBO,,philippines,9
459,711,TONEEJAY,2023-09-08,222000,82,False,single,2ONW0ksoUixoxT7gfI9hWX,2KdFoq4IBXMzfia4ZCLDIs,,philippines,10
460,TAKE ALL THE LOVE,Arthur Nery,2021-04-23,206181,81,False,single,2v6jmF6VQWS96x6tSg05IC,7uDdl5V5AETSFY7K3muu22,cdo indie,philippines,11
461,Tingin,Cup of Joe,2023-04-28,222298,82,False,single,7b89Ffklm3xh4GI37vlZDZ,61nn6nOoLWjVC1ER2qFAvN,opm,philippines,12
462,We Made It,Nik Makino,2024-01-01,238000,79,True,single,00h9iBIZPHjHAVoNzKHIOz,3lFMRWaEWZlfXdBig97kks,pinoy hip hop,philippines,13
463,My Love Mine All Mine,Mitski,2023-09-15,137773,99,False,album,3vkCueOmm7xQDoJ17W1Pm3,2uYWxilOVlUdk4oV9DvwqK,brooklyn indie,philippines,14
464,Heaven Knows - This Angel Has Flown,Orange & Lemons,2005-03-24,241146,79,False,album,0Qra8Ps4tJAZPqRXyehCjc,1EUmQM6xgUQLUkJVcvSdey,opm,philippines,15
465,Cruel Summer,Taylor Swift,2019-08-23,178426,99,False,album,1BxfuPKGuaTgP7aM0Bbdwr,06HL4z0CvFAxyc27GXpf02,pop,philippines,16
466,Para Sa Streets,Hev Abi,2023-01-13,194475,79,True,single,0szRYVD2MwFzQMs58PT1Ec,4zpGxqF6oI1h3f6Md2v42T,pinoy hip hop,philippines,17
467,Sa Susunod na Habang Buhay,Ben&Ben,2020-02-28,288189,81,False,single,3PgjBOoA5OytNGkglObpOd,4DAcJXcjX0zlQAZAPAx4Zb,opm,philippines,18
468,Miss Miss,Rob Deniel,2023-12-08,265677,80,False,single,5mi8Oe95frx6LhvFioXE7t,7dFzqx2qyelGPiBKmdSEOT,opm,philippines,19
469,RomCom,Rob Deniel,2023-08-25,237485,79,False,single,67DEADzgSxkFWI3jVlQUL3,7dFzqx2qyelGPiBKmdSEOT,opm,philippines,20
470,Pakundangan (feat. Hev Abi),DEMI,2023-11-24,197933,76,False,single,2ESL2ZcFU32llFIyXLFy5P,1bvOB4esBO2VFoCnaEheBO,,philippines,21
471,Para Sa Akin,Jason Dhakal,2023-10-27,197009,79,False,single,5v5dlsJYrw9xiB36GELIUV,7Hb2cm4pIeCUKwfzutKyjp,,philippines,22
472,PAREHAS TAYO,Nateman,2023-10-13,256000,79,False,single,6KDLUcxVRvXIXMexgf9x9b,14AlQdTUuzYESzQYKU6QIE,pinoy drill,philippines,23
473,YK,Cean Jr.,2021-01-25,170263,80,False,single,3kdDccXEVz0snh6mcL4eFj,4LT250S0fAe4cYqPbRk56m,pinoy r&b,philippines,24
474,Yellow,Coldplay,2000-07-10,266773,94,False,album,3AJwUDP919kvQ9QcozQPxg,4gzpq5DPGxSnKTe4SA8HAU,permanent wave,philippines,25
475,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,2024-02-09,244684,73,False,album,1VNWdmXSbaNrnWod10WIL0,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,philippines,26
476,Lagabog,Skusta Clee,2023-12-16,186812,73,False,single,0pZ1RKuQnKK3TetoSHyx7i,117XFtbZPnCI1EYKjYZWJc,opm,philippines,27
477,Raining In Manila,Lola Amour,2023-06-14,291070,80,False,single,0mtkRIAOueeXqHpyahIbtJ,29zSTMejPhY0m7kwNQ9SPI,opm,philippines,28
478,B.A.D.,Denise Julia,2023-10-27,170078,79,True,single,14YZcGhRR05BTYajt8f9u9,3L1qgTsUqavkiygkIKfWJD,,philippines,29
479,Tadhana,Up Dharma Down,2012-12-07,222446,77,False,album,6FIEuf1JIzmCtach0gXpeG,3wbCeEPAW6po7J46netxMT,opm,philippines,30
480,WELCOME2DTQ,Hev Abi,2023-02-24,179115,78,True,single,3gRhGExNITCqVo0mCyqp3m,4zpGxqF6oI1h3f6Md2v42T,pinoy hip hop,philippines,31
481,Kisame,rhodessa,2023-02-10,212608,79,False,single,4XSIv5hJzP6kEQqsLli1eE,0XRPxTyrrVeDXLt6Wxw4UD,,philippines,32
482,Snooze,SZA,2022-12-09,201800,94,True,album,4iZ4pt7kvcaH6Yo8UoZ4s2,7tYKF4w9nC0nq9CsPZTHyP,pop,philippines,33
483,Lover,Taylor Swift,2019-08-23,221306,93,False,album,1dGr1c8CrMLDpV6mPbImSI,06HL4z0CvFAxyc27GXpf02,pop,philippines,34
484,LUV DRUG,gins&melodies,2023-06-28,198888,77,True,single,3oSu6uIHuwZOTyHdAZGojm,2WzWSpOB41g3gb78Raj6RK,pinoy hip hop,philippines,35
485,ERE,juan karlos,2023-09-22,284812,71,True,album,2BLdelIp46CHvKkyWeqZHL,0a4r2EnsevvHCukoJ1xFwJ,opm,philippines,36
486,Umaasa,Calein,2019-06-28,335624,78,False,single,4AULw1VRyJP17zMvwgTIUs,0DpLoyGVbhOHNR3ht2oO9y,pinoy city pop,philippines,37
487,Lihim,Arthur Miguel,2023-07-28,246346,79,False,single,2K0CH6BtfBtY7wMnsKIuzo,2Ev7vtPI38BE2kQvwmH4ce,opm,philippines,38
488,Just the Way You Are,Bruno Mars,2010-10-05,220734,89,False,album,7BqBn9nzAq8spo5e7cZ0dJ,0du5cEVh5yTK9QJze8zA0C,dance pop,philippines,39
489,Isa lang,Arthur Nery,2021-12-17,269256,78,False,single,0HAG6nIiEKd75yGpovuSJQ,7uDdl5V5AETSFY7K3muu22,cdo indie,philippines,40
490,Take A Chance With Me,NIKI,2022-08-11,303933,80,False,album,0x7PmByJWVXdeipevd6KZS,2kxP07DLgs4xlWz8YHlvfh,indonesian r&b,philippines,41
491,Mahika,Adie,2023-12-15,201951,72,False,album,2nqlM3gNBMi5Zf9MDzp2Xi,1DlYnIiliftt6R21Y5NOW2,opm,philippines,42
492,Rapstar,Flow G,2023-01-02,219470,76,False,single,6Rv8Ltr2MuAIM3LHF4L8qs,3PDFGpPl4ienSn5Vwisfrh,pinoy hip hop,philippines,43
493,greedy,Tate McRae,2023-09-15,131872,100,True,single,3rUGC1vUpkDG9CZFHMur1t,45dkTj5sMRSjrmBSBeiHym,alt z,philippines,44
494,Saan?,Maki,2023-03-31,206500,78,False,single,61DuXKQqvXkxcrAIiNLIgR,6AvnL2gWjNYs1hRVJx4huK,,philippines,45
495,Ikaw Lang,NOBITA,2020-06-12,263500,77,False,single,16iRlyUMJVPqz62DlomMre,5GVk1KCKa1tdHRev4bMw7V,opm,philippines,46
496,Nahuhulog,Jed Baruelo,2022-05-13,227262,78,False,single,1t2gvCG4jH1kYE9sX2PrRs,6EigliA66uumHSob7cOG1y,,philippines,47
497,Fallen,Lola Amour,2021-06-25,201806,78,False,single,4mc3rUoMwwiNTHA4al9nNd,29zSTMejPhY0m7kwNQ9SPI,opm,philippines,48
498,vampire,Olivia Rodrigo,2023-09-08,219724,95,True,album,1kuGVB7EU95pJObxwvfwKS,1McMsnEElThX1knmY4oliG,pop,philippines,49
499,Gusto,Zack Tabudlo,2023-11-17,260000,71,False,album,0uemlnPoeZOYIDaMFZ7lvi,67IN4cLJ7798gUapyZlmac,acoustic opm,philippines,50
500,CARNIVAL,¥$,2024-02-09,264324,33,True,album,3w0w2T288dec0mgeZZqoNN,4xPQFgDA5M2xa0ZGo5iIsv,,global,1
501,Beautiful Things,Benson Boone,2024-01-18,180304,97,False,single,6tNQ70jh4OwmPGpYy6R2o9,22wbnEMDvgVIAGdFeek6ET,singer-songwriter pop,global,2
502,La Diabla,Xavi,2023-11-30,172264,99,False,single,0R6NfOiLzLj4O5VbYSJAjf,3Me35AWHCGqW4sZ7bWWJt1,sad sierreno,global,3
503,greedy,Tate McRae,2023-09-15,131872,100,True,single,3rUGC1vUpkDG9CZFHMur1t,45dkTj5sMRSjrmBSBeiHym,alt z,global,4
504,TEXAS HOLD 'EM,Beyoncé,2024-02-10,235636,0,True,single,7AYmToZ5y67fBjq4RLFbuq,6vWDO969PvNqNYHIOW5v0m,pop,global,5
505,Cruel Summer,Taylor Swift,2019-08-23,178426,99,False,album,1BxfuPKGuaTgP7aM0Bbdwr,06HL4z0CvFAxyc27GXpf02,pop,global,6
506,My Love Mine All Mine,Mitski,2023-09-15,137773,99,False,album,3vkCueOmm7xQDoJ17W1Pm3,2uYWxilOVlUdk4oV9DvwqK,brooklyn indie,global,7
507,Stick Season,Noah Kahan,2022-10-14,182346,98,False,album,0mflMxspEfB0VbI1kyLiAv,2RQXRUsr4IW1f3mKyKsy4B,pov: indie,global,8
508,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,2024-02-09,244684,73,False,album,1VNWdmXSbaNrnWod10WIL0,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,global,9
509,LUNA,Feid,2023-12-01,196800,97,False,album,7bywjHOc0wSjGGbj04XbVi,2LRoIwlKmHjgvigdNGBHNo,colombian pop,global,10
510,redrum,21 Savage,2024-01-12,270697,97,True,album,52eIcoLUM25zbQupAZYoFh,1URnnhqYAYcrqrcwql10ft,atl hip hop,global,11
511,Lose Control,Teddy Swims,2023-09-15,210688,93,False,album,17phhZDn6oGtzMe56NuWvj,33qOK5uJ8AR2xuQQAhHump,,global,12
512,Lovin On Me,Jack Harlow,2023-11-10,138411,99,True,single,4xhsWYTOGcal8zt0J161CU,2LIk90788K0zvyj2JJVwkJ,deep underground hip hop,global,13
513,Praise Jah In The Moonlight,YG Marley,2023-12-27,263040,92,True,single,3h5TiWTqGxjSjFrbruPFH9,0n4Fao9kbjgM76RmVlfSwr,,global,14
514,BURN,¥$,2024-02-09,111458,29,True,album,04CyMEHliadfQWMUJb1w99,4xPQFgDA5M2xa0ZGo5iIsv,,global,15
515,La Víctima,Xavi,2023-08-17,156345,96,True,single,5XVdHRf4CAJ2Jm0uMIy5qY,3Me35AWHCGqW4sZ7bWWJt1,sad sierreno,global,16
516,Flowers,Miley Cyrus,2023-08-18,200600,95,False,album,7DSAEUvxU8FajXtRloy8M0,5YGY8feqx7naU7z4HrwZM6,pop,global,17
517,Unwritten,Natasha Bedingfield,2004-08-30,259333,93,False,album,3U5JVgI2x4rDyHGObzJfNf,7o95ZoZt5ZYn31e9z1Hc0a,dance pop,global,18
518,FUK SUMN,¥$,2024-02-09,209577,30,True,album,5tEaVciE2GnR28aN6W9cLS,4xPQFgDA5M2xa0ZGo5iIsv,,global,19
519,"yes, and?",Ariana Grande,2024-01-12,214994,97,True,single,7gaA3wERFkFkgivjwbSvkG,66CXWjxzNUsdJxJ2JdwvnR,pop,global,20
520,I Wanna Be Yours,Arctic Monkeys,2013-09-09,183956,96,False,album,5XeFesFbtLpXzIVDNQP22n,7Ln80lUS6He07XvHI8qqHH,garage rock,global,21
521,PERRO NEGRO,Bad Bunny,2023-10-13,162767,96,True,album,7iQXYTyuG13aoeHxGG28Nh,4q3ewBCX7sLwd24euuV69X,reggaeton,global,22
522,Houdini,Dua Lipa,2023-11-09,185917,95,False,single,4OMJGnvZfDvsePyCwRGO7X,6M2wZ9GZgrQXHCFfjv46we,dance pop,global,23
523,Seven (feat. Latto) (Explicit Ver.),Jung Kook,2023-11-03,183550,90,True,album,2HRgqmZQC0MC7GeNuDIXHN,6HaGTQPmzraVmaVxvz6EUc,k-pop,global,24
524,BACK TO ME,¥$,2024-02-09,295471,30,True,album,1icgLGTpX2fQXKRe4D7w2b,4xPQFgDA5M2xa0ZGo5iIsv,,global,25
525,Popular (with Playboi Carti & Madonna),The Weeknd,2024-02-09,215466,74,True,album,7GUhiAHLoVy1V8ucQuZ3CB,1Xyo4u8uXC1ZmMpatF05PJ,canadian contemporary r&b,global,26
526,Strangers,Kenya Grace,2023-09-01,172964,96,False,single,5mjYQaktjmjcMKcUIcqz4s,7uMDnSZyUYNBPLhPMNuaM2,singer-songwriter pop,global,27
527,LA FALDA,Myke Towers,2023-09-18,174229,93,True,album,7iUtQNMRB8ZkKC4AmEuCJC,7iK8PXO48WeuP03g8YR51W,reggaeton,global,28
